SHIP 663381 224128 640278 220834 25000 10 5 30 255 153 153 "Bjarni_Sæmundsson"
STAT 671 5 -3 663615 215451 663716 214461 2215 #
STAT 626 1 -4 660177 260376 660068 260778 243 # 210  mín frá ( 576-5-4 )\\
STAT 576 4 -4 660108 260229 655715 260223 382 # 120  mín frá ( 626-1-4 )\\
STAT 576 15 -2 655891 262766 655538 263219 625 # 146  mín frá ( 576-4-4 )\\
STAT 576 11 -1 655992 264572 655634 264994 4551 # 131  mín frá ( 576-15-2 )\\
STAT 576 14 -1 655565 264401 655169 264426 1837 # 109  mín frá ( 576-11-1 )\\
STAT 576 3 -2 654994 260966 654865 260051 1155 # 167  mín frá ( 576-14-1 )\\
STAT 575 1 -1 655127 254629 654744 254905 352 # 123  mín frá ( 576-3-2 )\\
STAT 575 2 -3 654499 254692 654789 254026 566 # 106  mín frá ( 575-1-1 )\\
STAT 575 11 -1 655080 253303 655479 253292 2238 # 97  mín frá ( 575-2-3 )\\
STAT 575 12 -1 655549 254557 655620 255514 1153 # 103  mín frá ( 575-11-1 )\\
STAT 575 6 -1 655885 255496 655877 254518 1193 # 96  mín frá ( 575-12-1 )\\
STAT 625 2 -3 660063 254719 660429 254330 529 # 101  mín frá ( 575-6-1 )\\
STAT 625 5 -3 660500 255205 660732 254410 505 # 107  mín frá ( 625-2-3 )\\
STAT 625 15 -3 661290 253375 661571 252674 438 # 113  mín frá ( 625-5-3 )\\
STAT 625 17 -4 661104 252246 660990 251306 1040 # 111  mín frá ( 625-15-3 )\\
STAT 625 12 -4 660703 251446 660967 250705 1420 # 97  mín frá ( 625-17-4 )\\
STAT 625 16 -2 661501 250799 661896 250693 626 # 103  mín frá ( 625-12-4 )\\
STAT 625 1 -2 662161 251078 662006 251993 264 # 100  mín frá ( 625-16-2 )\\
STAT 625 4 -2 662066 252889 662376 252250 439 # 124  mín frá ( 625-1-2 )\\
STAT 625 6 -2 662805 251164 662698 250196 349 # 113  mín frá ( 625-4-2 )\\
STAT 624 15 -1 662428 245709 662047 250006 304 # 96  mín frá ( 625-6-2 )\\
STAT 624 12 -1 662055 244731 662438 244453 888 # 110  mín frá ( 624-15-1 )\\
STAT 624 2 -1 662568 244930 662839 244197 523 # 86  mín frá ( 624-12-1 )\\
STAT 624 1 -1 662838 245691 663183 245182 359 # 120  mín frá ( 624-2-1 )\\
STAT 674 13 -3 663588 244050 663507 243066 272 # 112  mín frá ( 624-1-1 )\\
STAT 674 14 -3 663313 243273 663054 242517 1097 # 91  mín frá ( 674-13-3 )\\
STAT 674 16 -4 664070 242268 664002 241278 376 # 143  mín frá ( 674-14-3 )\\
STAT 673 16 -4 663474 240136 663179 235467 621 # 113  mín frá ( 674-16-4 )\\
STAT 673 15 -3 663505 234488 663248 233723 1056 # 112  mín frá ( 673-16-4 )\\
STAT 623 2 -3 663105 233441 662726 233162 1963 # 91  mín frá ( 673-15-3 )\\
PORT 660489 230673 "Ísafjörður" 1 # 
STAT 623 13 -1 662017 233711 662320 234372 1441 # 831  mín frá ( 623-2-3 )\\
STAT 623 3 -1 662438 234977 662817 234600 723 # 95  mín frá ( 623-13-1 )\\
STAT 623 4 -1 662336 234785 662029 235425 1140 # 119  mín frá ( 623-3-1 )\\
STAT 623 1 -1 661969 235031 661721 235797 620 # 94  mín frá ( 623-4-1 )\\
STAT 624 4 -2 661996 241056 662292 240396 1204 # 111  mín frá ( 623-1-1 )\\
STAT 624 3 -2 662574 240273 662273 240915 586 # 99  mín frá ( 624-4-2 )\\
STAT 624 16 -1 661595 243070 661490 243945 1176 # 135  mín frá ( 624-3-2 )\\
STAT 624 6 -3 660491 250030 660689 250037 198 # 279  mín frá ( 624-16-1 )\\
STAT 624 17 -3 660393 245607 660483 244647 1192 # 68  mín frá ( 624-6-3 )\\
STAT 624 13 -3 660858 244440 660932 243493 709 # 102  mín frá ( 624-17-3 )\\
STAT 624 14 -3 660904 243105 660587 243699 509 # 133  mín frá ( 624-13-3 )\\
STAT 624 11 -3 660158 243570 660304 243243 171 # 188  mín frá ( 624-14-3 )\\
STAT 574 4 -2 660140 243432 655787 242986 281 # 60  mín frá ( 624-11-3 )\\
STAT 574 3 -1 655924 245124 655701 245931 280 # 130  mín frá ( 574-4-2 )\\
STAT 575 7 -2 655720 250326 655348 250672 514 # 98  mín frá ( 574-3-1 )\\
STAT 574 2 -1 655324 245874 654922 245947 1728 # 112  mín frá ( 575-7-2 )\\
STAT 574 14 -1 654953 243996 654704 244752 514 # 146  mín frá ( 574-2-1 )\\
STAT 574 13 -1 655151 245385 654788 245781 1701 # 120  mín frá ( 574-14-1 )\\
STAT 574 5 -1 654730 245952 654333 245959 1627 # 94  mín frá ( 574-13-1 )\\
STAT 575 5 -4 654284 250915 654669 250648 2036 # 106  mín frá ( 574-5-1 )\\
STAT 575 4 -2 654993 251494 654610 251764 635 # 118  mín frá ( 575-5-4 )\\
STAT 575 3 -4 654397 251836 654286 252766 1506 # 87  mín frá ( 575-4-2 )\\
STAT 525 14 -2 652985 251290 653186 251303 437 # 324  mín frá ( 575-3-4 )\\
STAT 525 12 -2 652456 251779 652591 252134 525 # 96  mín frá ( 525-14-2 )\\
STAT 575 13 -3 652867 254267 653265 254324 1855 # 99  mín frá ( 525-12-2 )\\
STAT 575 16 -3 653477 254821 653790 255409 1139 # 97  mín frá ( 575-13-3 )\\
STAT 576 16 -4 654005 260922 653922 261867 441 # 109  mín frá ( 575-16-3 )\\
STAT 576 6 -4 653562 261374 653167 261263 355 # 104  mín frá ( 576-16-4 )\\
STAT 526 1 -1 652611 263289 652389 264082 279 # töluvert af svampi\\  \\ 135  mín frá ( 576-6-4 )\\
STAT 526 3 -2 652540 262608 652141 262622 423 # 125  mín frá ( 526-1-1 )\\
STAT 525 11 -1 651696 255676 651939 254921 703 # 154  mín frá ( 526-3-2 )\\
STAT 525 13 -3 651493 255262 651263 260045 318 # 105  mín frá ( 525-11-1 )\\
STAT 526 13 -4 650959 260921 650658 261551 761 # 95  mín frá ( 525-13-3 )\\
